文章日期,文章标题,文章链接,文章简介,文章作者,文章封面,原文链接,是否原创,文章位置,是否付费,阅读数,在看数,点赞数,留言数
2021-12-07,当你电脑蓝屏时的粗暴解决方案,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651137108&idx=1&sn=04e39c893cc922f99c5619587b2d4fd9&chksm=bd50b4008a273d16c2633a8b64ade4f819fcf83f11001f1d8ff211da9a71e31d4463cb172beb&scene=27#wechat_redirect,最近不知道怎么回事，家里电脑经常性地出现蓝屏，很多时候有些文档没有保存便蓝屏导致文档丢失，其中也包括您现在正在看到的这一篇文章，以前一直比较懒，重启大法一顿怼，然后重新再做编辑，只不过PPT重做简直要人命，无奈之下，放下了所有的工作。,吾爱pojie,http://mmbiz.qpic.cn/sz_mmbiz_jpg/LFPriaSjBUZJOc8LZsHhtZ2QIrpAvH17d8TjNQhXXNeBvxPc9rIZezlJ5599cGNShOr2MCybaicaLs0w5dhYTc2A/0?wx_fmt=jpeg,https://www.52pojie.cn/thread-1555938-1-1.html,是,1,否,72316,156,675,82
2021-11-23,【Web逆向】【vscode插件】quokkapro激活码,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651137100&idx=1&sn=5da533f71f1661b410a804df3ed5ee15&chksm=bd50b4188a273d0ea606e3bc9ea83decf4df53d970b13981cf30b48cc07d9a4be64384e407a9&scene=27#wechat_redirect,quokkapro虽然右下角每次都会弹窗（有时候是试用，有时候是升级pro，有时候是过期），但是能用就好不是。。。当然，改js也不是不行。。。但是每次更新都要改就挺烦的，能“正规注册”为什么要改代码（笑~）,吾爱pojie,http://mmbiz.qpic.cn/sz_mmbiz_jpg/LFPriaSjBUZKCicy9DtmSQicpAoibqQZJf2lbbBV7x73jlOGvibV0tlEnteA563DsvVaick2hqtGEicpOmF3qv2Ws6Xhg/0?wx_fmt=jpeg,https://www.52pojie.cn/thread-1549263-1-1.html,是,1,否,21615,24,121,14
2021-11-22,【原创】混合布尔算术运算的混淆及反混淆,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651137075&idx=1&sn=04c02897e4313796856c27503235623b&chksm=bd50b4678a273d719354059717c1e87e0d611c87f8c615af6376ec6d9cde5f7878bddd0bdaaf&scene=27#wechat_redirect,最近看了几篇关于混合布尔算术MBA(MixedBitwise-Arithmetic)的论文，可以用于处理vmp万用门的混淆，所以写出来和大家分享一下。混合布尔算术运算结合了算术运算(加法、减法和乘法等)和布尔运算(与、或、非和异或)。,吾爱pojie,http://mmbiz.qpic.cn/sz_mmbiz_jpg/LFPriaSjBUZKCicy9DtmSQicpAoibqQZJf2l4muibj9FQ3bicBIkicadqBEeLzjJcmQLibRkiclVfDlI46c5Z9k0suQJ3Yw/0?wx_fmt=jpeg,https://www.52pojie.cn/thread-1548533-1-1.html,是,1,否,15950,58,448,25
2021-11-18,【PC样本分析】挖矿病毒分析之powershell解密小技巧,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651137056&idx=1&sn=a2512a648308aee3abe70db1620763ad&chksm=bd50b4748a273d6243fb02e141aedd5125e9ecee90ca6afa36cb35a9d6c1e3f7164917aae439&scene=27#wechat_redirect,近几年挖矿病毒比较多，比较早的PowerGhost、驱动人生挖矿、近期还在继续活跃的MyKing，柠檬鸭等病毒关键部分就是powershell脚本，前几天看到有人求助分析一个柠檬鸭的样本，也算是对自己分析解密powershell脚本的总结吧,吾爱pojie,http://mmbiz.qpic.cn/sz_mmbiz_jpg/LFPriaSjBUZLAuRsIFLetRgSjFqPDP7xCnKf72fIvH2X8D64YRmtyYViaqA4xpNkzqEf3McHz3B7f5emUUvmhHJA/0?wx_fmt=jpeg,https://www.52pojie.cn/thread-1543561-1-1.html,是,1,否,10054,11,56,10
2021-11-17,【原创】红色警戒2-尤里复仇之游戏内部集成辅助002,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651137047&idx=1&sn=500a222521102930c6622821b65bff64&chksm=bd50b4438a273d55d52ad289f0f9f7e8a95de6f3d6653c7b12f901818db6ca48b5ac1acba18d&scene=27#wechat_redirect,鉴于上一个帖子有点火，于是我加班加点把2号界面也设计完成了，并且调整了1号界面。代码也全部完成，虽然不完美，也许有bug，但是能用。,吾爱pojie,http://mmbiz.qpic.cn/sz_mmbiz_jpg/LFPriaSjBUZLw7SGNRSfuLMjRcxgxAxr4bQblIaILpqPxOYsQtrTliaia4Fw1MutU5IG0zwmGBiaHibXug9djuzD6fQ/0?wx_fmt=jpeg,https://www.52pojie.cn/thread-1540572-1-1.html,是,1,否,43531,51,238,68
2021-11-16,【原创】红色警戒2-尤里复仇之游戏内部集成辅助001,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651137030&idx=1&sn=8cd478b49d98de507c054446fbc75232&chksm=bd50b4528a273d447ff838787bdcfb4a39b23714b986e8147da899e162f8151cd778e9994ea5&scene=27#wechat_redirect,打算做一个系列，在游戏内部集成辅助，这是一个大课题，一个帖子是讲不完的，本篇算开题。本帖内容：在游戏内部集成辅助的界面设计。,吾爱pojie,http://mmbiz.qpic.cn/sz_mmbiz_jpg/LFPriaSjBUZLw7SGNRSfuLMjRcxgxAxr4wLRdoLyPibWYxogNj6JFREmLmS6ibbS6kFIy6e0bBuiatIcUcic4Fqoc1A/0?wx_fmt=jpeg,https://www.52pojie.cn/thread-1538527-1-1.html,是,1,否,31745,45,215,35
2021-11-11,【开放注册公告】吾爱破解论坛2021年11月11日光棍节开放注册公告即将开始12：00--14：00和20：00--22：00，赶不上的定个晚间闹钟吧，新信息会在微博继续发布，推荐使用电脑注册，可以使用论坛的诊断修复工具修复一次，方便提前解决注册中可能会遇到的问题，如果修复后还是不行建议尽快更换设备尝试，注册页面会强制10分钟来阅读注册须知，须知中包括了你注册现在和未来可能会遇到的问题，请仔细阅读，否则可能无法注册成功或注册后被清理，开放注册期间暂停签到任务、QQ登录绑定、下载论坛附件功能、默认搜索功能、首页五格功能、论坛帖子排序、技术新贴等功能请各位知晓，在论坛等待大家光临。,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651137008&idx=1&sn=b77e901624b27c864131ef5adbed457e&chksm=bd50b3a48a273ab2ac203d21e1bd7b661bacc31d9a54ea689488bd878f83e7011ee2bdade751&scene=27#wechat_redirect,,,,,否,1,否,19780,49,219,0
2021-11-09,光棍节开放注册微信抽奖活动，再送40个账号注册码或300论坛币，今天下午两点开奖，详见：【开放注册公告】吾爱破解论坛2021年11月11日光棍节开放注册公告,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651137006&idx=1&sn=fd3806112b515b5de98ad0661aedf110&chksm=bd50b3ba8a273aacb6e73d7b2609a08a5afbf849ff6b0fbed0a297e82752b5f1169fbf23edee&scene=27#wechat_redirect,,,,,否,1,否,13547,24,92,0
2021-11-07,【开放注册公告】吾爱破解论坛2021年11月11日光棍节开放注册公告,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651137004&idx=1&sn=0f982833f4e0a7fe2ad4e00250b186ec&chksm=bd50b3b88a273aae655638cf7042eea47e6bbb0843644dc45dd1a6ebf8c0522d47399cb3fb6d&scene=27#wechat_redirect,内有福利，再送40个账号注册码或300论坛币，吾爱破解论坛开放注册时间如下2021年11月11日12：00--14：00和20：00--22：00，赶紧上好闹钟顺便告诉小伙伴吧。,,http://mmbiz.qpic.cn/sz_mmbiz_jpg/LFPriaSjBUZJSo2s9ldWeicXy4AiavbgQvd9uPejl8KGWgpKibsiaz5l4HDTPDeEL8QYE1RdSwRuibg7xqsMxwuLxSNw/0?wx_fmt=jpeg,https://www.52pojie.cn/thread-1537248-1-1.html,否,1,否,75368,71,214,83
2021-11-05,光棍节开放注册微信抽奖活动，先送20个账号注册码或300论坛币，今天下午两点开奖，详见：【开放注册公告】吾爱破解论坛2021年11月11日光棍节开放注册公告,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651137001&idx=1&sn=6e8fa4817f481a655a942424197893f3&chksm=bd50b3bd8a273aab948c3f755dededbf32ec0fa8cbef969a23bbab719f70c1bc26de93207292&scene=27#wechat_redirect,,,,,否,1,否,14398,24,105,0
2021-11-03,【AndroidCTF】使用trace进行算法还原,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651136999&idx=1&sn=abaae69b27efef80e350d7478a516533&chksm=bd50b3b38a273aa5302cbb9bbcddf27f0b361a84706680e9646cafca92d831aa4891de8a8e6a&scene=27#wechat_redirect,小伙伴发来的题，说是某比赛线下题目，我们来使用trace进行算法还原。,吾爱pojie,http://mmbiz.qpic.cn/sz_mmbiz_jpg/LFPriaSjBUZJibDzzNZBicVyC4vpsrEIjTcdco17a0ASSZVNnvr2qiaT2jibzk8RL4wHxImZQic9ZXRDE6oHfbk0A2nw/0?wx_fmt=jpeg,https://www.52pojie.cn/thread-1537069-1-1.html,是,1,否,12725,19,58,8
2021-11-02,【开放注册公告】吾爱破解论坛2021年11月11日光棍节开放注册公告,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651136981&idx=1&sn=8ea3bc6828ed0fd092f168a5acc9feea&chksm=bd50b3818a273a971854a772f764918f107afc48516fcbd708cf6031ca75f250919f66ad1d1b&scene=27#wechat_redirect,内有福利，先送20个账号注册码或300论坛币，吾爱破解论坛开放注册时间如下2021年11月11日12：00--14：00和20：00--22：00，赶紧上好闹钟顺便告诉小伙伴吧。,,http://mmbiz.qpic.cn/sz_mmbiz_jpg/LFPriaSjBUZJSo2s9ldWeicXy4AiavbgQvd9uPejl8KGWgpKibsiaz5l4HDTPDeEL8QYE1RdSwRuibg7xqsMxwuLxSNw/0?wx_fmt=jpeg,https://www.52pojie.cn/thread-1537248-1-1.html,否,1,否,70706,64,224,61
2021-10-27,【清理未活跃会员】清理2021年暑假开放注册未活跃会员公告,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651136978&idx=1&sn=e8622573e5734e7baeae8b5bd1dd8574&chksm=bd50b3868a273a90761dd7714a89884a705b555dad10d4634c7fc19555961032644b13ffa099&scene=27#wechat_redirect,暑假开放注册一天四小时内共注册35160人，为了保持论坛的活性，统计开放注册后就一直未激活会员共1158位，激活后发帖和回帖总计不超过2贴的会员26126名，注册一个月后就再也没有登录过的会员555名，最后统计有效注册人数为7057，名。,,http://mmbiz.qpic.cn/sz_mmbiz_jpg/LFPriaSjBUZJFPIjCyPewNdo1FGI7y3aq6pic0IVQLu47O4rjpCY1F6f6NshJ4SqiaTibMQ4aqiayNFrI2nkjHIArtg/0?wx_fmt=jpeg,https://www.52pojie.cn/thread-1534283-1-1.html,否,1,否,41397,66,344,0
2021-10-20,【系统底层】系统调用(R3API调用过程详解),http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651136972&idx=1&sn=e0808358f1a92fc8a8b500658d1a59a0&chksm=bd50b3988a273a8e82a0c85c674ae41597ff85d4bb20db040f6fd9fe7db5ace7c364ebc82c47&scene=27#wechat_redirect,API(ApplicationProgrammingInterface)，我们调用时只需提供正确的参数以及接收返回值就可以判断API执行是否成功或者通过GetLastError获得错误原因.,吾爱pojie,http://mmbiz.qpic.cn/sz_mmbiz_jpg/LFPriaSjBUZKpJyxPyNBJLPwXge1DHb79H7PfbrQM2VkCicAh2DmOS7NGibdjNb8CBMOHdyxK6r9PSbticd3Xvwh1Q/0?wx_fmt=jpeg,https://www.52pojie.cn/thread-1525669-1-1.html,是,1,否,11701,26,152,4
2021-09-21,（图作者，@Ps出来的小赵）,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651136620&idx=1&sn=eb583a3b912a0b635f367d831859562b&chksm=bd50b2388a273b2e8df797bad490814f17aa060377fa558b6487ab347d7ffdd9fb487dc6d74c&scene=27#wechat_redirect,（图作者，@Ps出来的小赵）,,http://mmbiz.qpic.cn/sz_mmbiz_jpg/LFPriaSjBUZKZAkKqrn5XBkZ7YhiaqJaaIYia5trHwHjBFiaicrxBfH6uFOoUNFj1EDjIBqBlOJ7ZIGicPHCC9x3Upqw/0?wx_fmt=jpeg,,否,1,否,21114,74,335,0
2021-09-14,【原创】手脱花指令及IDA脚本编写,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651136616&idx=1&sn=503caf7e784e62dd93d8241bf3af0a0f&chksm=bd50b23c8a273b2a4f2db1565d2c0e2cab7b1162a1dad5f34fb813c856999178b45756de2b90&scene=27#wechat_redirect,综合许多篇帖子而成，大多参考以末尾参考文章形式给出，适用于初学者，感谢大家提出意见。可结合末尾源码参考学习。感觉有用的话感谢大佬们点个赞。,吾爱pojie,http://mmbiz.qpic.cn/sz_mmbiz_jpg/LFPriaSjBUZKLgR8Yxo7ul4cfXQXibh7d4JXmLLod2OiaMzbZpm4GA9HxDKxWdb5vN3gqHT9d1GZ9o7HjupN0ReQA/0?wx_fmt=jpeg,https://www.52pojie.cn/thread-1512089-1-1.html,是,1,否,16759,23,60,12
2021-09-10,（图作者，@Ps出来的小赵）,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651136601&idx=1&sn=62572a93f3ff07782c6d53ba47edd716&chksm=bd50b20d8a273b1b7172226c8b06eb489f52d8d99d5a98e592e954d578ece4d1425c8fb67a78&scene=27#wechat_redirect,（图作者，@Ps出来的小赵）,,http://mmbiz.qpic.cn/sz_mmbiz_jpg/LFPriaSjBUZKN9gKzmHCMChtGibOMicCAPnibMIbP746V5PQS4cyQAEHFFibNy6XM3jlolQzePhmNbttr2GQ1gDEsicw/0?wx_fmt=jpeg,,否,1,否,12960,69,281,0
2021-09-02,【CTF】MSF和Impacket后渗透拿域控,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651136562&idx=1&sn=a7a24fab7590487a485046ce66c4ac24&chksm=bd50b2668a273b709131cd66505a7cc66f604c72bf34fbbca778a6fe6b46e0c5a4a2c9615a82&scene=27#wechat_redirect,MSF和Impacket后渗透的使用方法！,吾爱pojie,http://mmbiz.qpic.cn/sz_mmbiz_jpg/LFPriaSjBUZKO0fkfAM5PMNKcP1g7YMIcmo5ueaRrHEUjanFyA7MvvfpEAP6CnulzAW1JePz2HrkLdIgTCwMAicg/0?wx_fmt=jpeg,https://www.52pojie.cn/thread-1502071-1-1.html,是,1,否,14515,19,64,7
2021-09-01,【原创】移除ollvm中的控制流平坦化、不透明谓词,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651136448&idx=1&sn=fa8205618a94f41d3b36fac593b3e8ac&chksm=bd50b1948a27388254ce46df7c35dc3e5449c63552b56f90b783bcfd272b7f13ec2d8f2c16ea&scene=27#wechat_redirect,移除ollvm中的控制流平坦化、不透明谓词，实现了在x86_64架构下，开启代码优化后，控制流平坦化以及不透明谓词的移除，实现原理不同于符号执行，无需条件约束，在遇到BCF增加的死循环块的时候，依然可以完成路径遍历。。。,吾爱pojie,http://mmbiz.qpic.cn/sz_mmbiz_jpg/LFPriaSjBUZKh7AO4UtFpO4faqo9OvwVbYNkSIRpcLwvaYQyMsW5r0XKpCChkVEiaLXV26yK5yjsG14A0bj75LKw/0?wx_fmt=jpeg,https://www.52pojie.cn/thread-1502997-1-1.html,是,1,否,9479,11,61,2
2021-08-25,MalwareClassificationwithDeepConvolutionalNeuralNetworks,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651136404&idx=1&sn=c9d79e7eefcc68b6943e3f44e1585512&chksm=bd50b1c08a2738d637fd7e7ae5a862564ff39b7b5b631b31623b8341957840ca7f784d3e337a&scene=27#wechat_redirect,深度学习作为近年来的一个热点话题，广泛应用与各个领域。在恶意代码识别领域也有不少学者进行相关的研究。这边选取一篇2018年发表的论文来简单描述一下深度学习在Windows平台上面恶意代码识别的应用。,吾爱pojie,http://mmbiz.qpic.cn/sz_mmbiz_jpg/LFPriaSjBUZL1mNTM2D3SZAApiaLnvGd8ibn6cOmBbHnhiaw0A1W6k1iak3QgfTtadBV7OhzvhN0yf6VyTjNL2X5OUQ/0?wx_fmt=jpeg,https://www.52pojie.cn/thread-1497415-1-1.html,是,1,否,15304,24,51,15
2021-08-24,【原创】如何禁用软件DLL劫持（DisableDLLHijacking）,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651136391&idx=1&sn=a27c6302dd9c38e65d6a0c09f54612fc&chksm=bd50b1d38a2738c55afba0b231fde10fc3a053ad6f7b6aa0f366e4634372e6a75949c0008017&scene=27#wechat_redirect,越来越多的木马使用DLL劫持功能进行加载，大家也经常做补丁使用DLL劫持功能进行破解，有没有想过如何进行防护了？本文介绍通过修改文件manifest属性进行定向位置加载和动态加载签名校验来解决劫持问题，给开发者提供一些防护思路，加强软件保护,吾爱pojie,http://mmbiz.qpic.cn/sz_mmbiz_jpg/LFPriaSjBUZLnwibRMKA9FgIibhurib1gfaiaU7oSmia6ZM8cRX7865wCtYkO2bLbEibUxYicJHiaun2PicliaiaAibxqQ1qkdA/0?wx_fmt=jpeg,https://www.52pojie.cn/thread-1499316-1-1.html,是,1,否,16236,35,91,27
2021-08-20,【原创】顶拉力式电磁吸力锁门禁编程密M钥暴力重置,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651136386&idx=1&sn=98e8d060f922469934e97c5b24b2c5b6&chksm=bd50b1d68a2738c0fcc54cd5ed72836d505772b5ddaa810037fa2c45c2e9ee16c99f916cdb0a&scene=27#wechat_redirect,现在大部份小区铁门，楼栋单元门都装有顶式拉力电磁吸力锁，单位的电磁吸门禁还是用845老式的密码读卡器开门，用了多年以后按钮都给磨白了，把二师兄牵来，也能一眼就看出怎么开门，领导实在看不下去就让我修改『开门密M钥』。,吾爱pojie,http://mmbiz.qpic.cn/sz_mmbiz_jpg/LFPriaSjBUZLcPpyuBaNETEPPAvI09G02vG4cElVZI5ZLFPtNHicgNGHcuWKRBoC62mrOmKcYPzo3a4KQjLfYKDg/0?wx_fmt=jpeg,https://www.52pojie.cn/thread-1492571-1-1.html,是,1,否,28197,46,182,46
2021-08-19,【原创】利用机器学习分析vmp的思路,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651136377&idx=1&sn=32adcf90fd09a46deb0b55f0e91a004c&chksm=bd50b12d8a27383b4b50f3d7dd74ec1594e51a20a1f2eb90845c46816e6b8ca7fb933983aed1&scene=27#wechat_redirect,继续使用上一篇文章《利用活跃变量分析来去掉vmp的大部分垃圾指令》的样本，本篇文章分析vmp的大致思路是通过机器学习对handle进行分类，然后分别处理和化简。,吾爱pojie,http://mmbiz.qpic.cn/sz_mmbiz_jpg/LFPriaSjBUZLfrrgFAftSNVscK3af0SyP7qeSwLcVIY3BiaTDy4uIeQEJsDx1ricwe7klT73EmHGrUE4k52H94hdQ/0?wx_fmt=jpeg,https://www.52pojie.cn/thread-1496099-1-1.html,是,1,否,13652,22,61,13
2021-08-18,【PC样本分析】一次对CryptoShield勒索软件的详细分析报告,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651136335&idx=1&sn=5988367fe186e668e82d66a64f672a32&chksm=bd50b11b8a27380d598061d99e4c9f58726ac049beff6e0e2df7d7d2b58e15d68a5c3c83e7bb&scene=27#wechat_redirect,很久前手里的一个样本，之前因为技术不够一直没有详细分析，最近心血来潮尽我所能详细分析一下。,吾爱pojie,http://mmbiz.qpic.cn/sz_mmbiz_jpg/LFPriaSjBUZLfrrgFAftSNVscK3af0SyPq0l4lBDLrr2najMnuZDcUKDJxcFicxHZ5icn2hzua6H5wicDDDEHNWqxQ/0?wx_fmt=jpeg,https://www.52pojie.cn/thread-1485004-1-1.html,是,1,否,13301,44,170,21
2021-08-13,【原创】ELF导入表，导出表加固原理分析与实现,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651136288&idx=1&sn=5e02daffeb28ca83622f75c8f4edd03e&chksm=bd50b1748a273862b66fa5b63f93948c054b963cc7d4d6d7a024bafa28c13a2d9bdf3b853764&scene=27#wechat_redirect,ELF格式是被广泛应用的可执行文件、共享库格式。然而ELF文件的加固技术相较为落后，随着安卓系统的推广，承载nativeso的ELF格式也日趋流行，因而ELF文件加固技术有了较大提升，本文将讨论ELF动态库的导入，导出表加密的原理与实现。,吾爱pojie,http://mmbiz.qpic.cn/sz_mmbiz_jpg/LFPriaSjBUZLiaBotRy2dDHJTkBX5pWezORr806F6mK0nkqzE8HNXibJnbjiavoA0dUnaSsEDswdufrHW6p9wdy8hw/0?wx_fmt=jpeg,https://www.52pojie.cn/thread-1489271-1-1.html,是,1,否,9438,17,33,6
2021-07-31,【公告】BanID，phpstudy1【弄虚作假冒充原创】,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651136254&idx=1&sn=bc6692474354b507fe11c0ccc7161103&chksm=bd50b0aa8a2739bc328e47673ef04b90dd2de7ecd814a33faa60c44c93120bed6030eecc5934&scene=27#wechat_redirect,phpstudy1发布的原创帖子，实质是弄虚作假冒充原创，利用两份不一样的代码自导自演达到目的。后被热心技术坛友识破，经核实后，封号处理。,吾爱pojie,http://mmbiz.qpic.cn/sz_mmbiz_jpg/LFPriaSjBUZKUIKPayCUgPbKibQwyF7fUGMPVEhGZuel2eibmricJnHUNfsiaBZFyUAUbQ66tYntEmH3VHa7fzU7Hdg/0?wx_fmt=jpeg,https://www.52pojie.cn/thread-1485825-1-1.html,是,1,否,43558,77,495,74
2021-07-29,【调试逆向】极x壁纸-图片请求数据解密,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651136212&idx=1&sn=ebab77b4dfb04e511f371e1fd064d3b7&chksm=bd50b0808a273996d7e5eca2a89ebf6b70a2c833c84fd3dd2950da3da6a28d3551f4133b2be1&scene=27#wechat_redirect,网站不知道从哪找的加密程序，强行开开发者工具会比较吃内存，CPU，只好想别的办法了。,吾爱pojie,http://mmbiz.qpic.cn/sz_mmbiz_jpg/LFPriaSjBUZJwufaH8Yv51XROpHh4OPMicZNQqr0cvibcrZCnVPXRRHYzFyI63TJEW7QEOSuRLyeZndtmgwea6Kug/0?wx_fmt=jpeg,https://www.52pojie.cn/thread-1482491-1-1.html,是,1,否,20008,34,121,12
2021-07-28,【原创】搞掉一个仿冒闲鱼转转诈骗钓鱼网站,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651136183&idx=1&sn=7d7b93b0fd5b0f45258c792700295ff1&chksm=bd50b0e38a2739f5aa543fadcca73662d215f3974a0b06049f2e4fca810f16effda9e4adddad&scene=27#wechat_redirect,随着二手交易平台的诞生，最近一段时间出现了仿冒闲鱼转转交易猫等二手实物、账号的交易平台，骗子抓住机会也来了，诈骗站一般都是对接的，，易购、，东等平台的支付接口，支付后，闲鱼并不会出现任何订单，这笔钱就给骗子的QQ充值了QB或者话费了。,吾爱pojie,http://mmbiz.qpic.cn/sz_mmbiz_jpg/LFPriaSjBUZJwufaH8Yv51XROpHh4OPMicstqR2iasLuopzqmYHvAFibI68vP7Rm28UrJRr6ELM2CyqmaPMeicrPH7w/0?wx_fmt=jpeg,https://www.52pojie.cn/thread-1481655-1-1.html,是,1,否,73439,276,1535,100
2021-07-22,【Android原创】你的不足，我来补,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651136171&idx=1&sn=7f10fdeb9c7cfc72a594d1bec92e1542&chksm=bd50b0ff8a2739e92c47149a5e9227d7f3b45609ee5e53c71fa5d525e60acb6e3bede67f0184&scene=27#wechat_redirect,今天的教学，你学费了吗？,吾爱pojie,http://mmbiz.qpic.cn/sz_mmbiz_jpg/LFPriaSjBUZJAAO3LNmIMDQajgKLr8dEibQKADXmGsNjYVeLku37AdCFyOpEa2LRCs7CSRt1uFAMWceSBib1QayUw/0?wx_fmt=jpeg,https://www.52pojie.cn/thread-1479899-1-1.html,是,1,否,47401,53,205,44
2021-07-21,【开放注册公告】吾爱破解论坛2021年7月21日暑假开放注册公告即将开始12：00--14：00和20：00--22：00，赶不上的定个晚间闹钟吧，新信息会在微博继续发布，推荐使用电脑注册，可以使用论坛的诊断修复工具修复一次，方便提前解决注册中可能会遇到的问题，如果修复后还是不行建议尽快更换设备尝试，注册页面会强制10分钟来阅读注册须知，须知中包括了你注册现在和未来可能会遇到的问题，请仔细阅读，否则可能无法注册成功或注册后被清理，开放注册期间暂停下载论坛附件功能、默认搜索功能、首页五格功能、论坛帖子排序、签到任务、技术新贴、QQ登录绑定等功能请各位知晓，在论坛等待大家光临。,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651136144&idx=1&sn=cc8d14b6656b9ed9de4f5f0a13d4cc15&chksm=bd50b0c48a2739d26e8380700b20e180cd1fd8098bda2e9384ac60e00a3ae2b2f1688b8d42a5&scene=27#wechat_redirect,,,,,否,1,否,28676,97,344,0
2021-07-19,暑假开放注册微信抽奖活动，再送40个账号注册码或300论坛币，下午两点开奖，详见：【开放注册公告】吾爱破解论坛2021年7月21日暑假开放注册公告,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651136142&idx=1&sn=5ed078fd9d392a6e25520f0efe503e1f&chksm=bd50b0da8a2739ccdc65f66a9606a2765e50afd37b89883da3485e84e69c8fed9a3cffe70176&scene=27#wechat_redirect,,,,,否,1,否,18194,22,92,0
2021-07-17,暑假开放注册微信抽奖活动，再送40个账号注册码或300论坛币，周一下午两点开奖，详见：【开放注册公告】吾爱破解论坛2021年7月21日暑假开放注册公告,http://mp.weixin.qq.com/s?__biz=MjM5Mjc3MDM2Mw==&mid=2651136140&idx=1&sn=b7eee49b0a437a7b28ab5714755ac474&chksm=bd50b0d88a2739cee97fbbdbc66aa20a1f816f75d95c28e47b3d8becf9793f6b373daed695ae&scene=27#wechat_redirect,,,,,否,1,否,17925,28,110,0
